,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
1706,Honda,Zafira,  2004_year ,2004-09-29,,116.0,2,3588.0,2053.0,1544,114443.0,84.0,1792,2018-04-14 17:22:07,Diesel,Manual,Manual,,yellow
1707,Fiat,Corsa,  2013_year ,2014-02-11,1.0,225.0,2,4409.0,1969.0,1796,81063.0,165.0,24391,2018-03-31 14:19:09,Diesel,Auto_or_Hybrid,Auto,Big,red
1708,BMW,Q5,  2011_year ,2011-05-31,,76.0,2,3826.0,1945.0,1480,99833.0,56.0,6497,2018-05-13 12:28:52,Benzin,Manual,Auto,Big,silver
1709,Land Rover,V 70,  2013_year ,2013-07-04,1.0,202.0,2,4161.0,2064.0,1655,147569.0,148.0,21732,2018-08-29 16:31:50,Benzin,Auto_or_Hybrid,Auto,Big,white
1710,Citroen,Qashqai,  2014_year ,2014-02-12,1.0,201.0,2,4257.0,1811.0,1661,124876.0,147.0,16537,2018-10-20 15:53:56,Diesel,Auto_or_Hybrid,Auto,Big,red
1711,Fiat,C5,  2013_year ,2013-07-09,,212.0,2,4234.0,2121.0,1397,135298.0,155.0,14842,2018-07-31 11:46:28,Diesel,Auto_or_Hybrid,Auto,Big,brown
1712,Citroen,M-Klasse,  2014_year ,2014-10-07,,117.0,2,3689.0,2165.0,1421,57241.0,86.0,12329,2018-07-19 17:31:08,Benzin,Manual,Manual,,red
1713,Mazda,C4,  2010_year ,2010-11-18,,111.0,2,3684.0,2002.0,1695,54787.0,82.0,6220,2018-06-28 12:24:05,Diesel,Manual,Manual,,white
1714,Audi,Sharan,  2004_year ,2004-05-26,,113.0,2,3439.0,2240.0,1601,105732.0,83.0,2066,2018-08-11 17:45:11,Benzin,Manual,Auto,Big,brown
1715,Hyundai,Meriva,  2005_year ,2005-06-09,,84.0,2,3546.0,2130.0,1500,162657.0,61.0,2869,2018-06-01 18:27:41,Benzin,Manual,Manual,,silver
1716,BMW,Twingo,  2013_year ,2013-07-18,1.0,195.0,2,3972.0,1887.0,1703,32723.0,143.0,12017,2018-05-06 10:01:28,Benzin,Manual,Manual,,beige
1717,BMW,CR-V,  2007_year ,2007-02-13,,87.0,1,3779.0,2357.0,1513,172039.0,65.0,3389,2018-05-24 10:39:23,Benzin,Manual,Manual,,silver
1718,Land Rover,A5,  2004_year ,2005-03-01,1.0,199.0,1,3739.0,2166.0,1427,253323.0,146.0,3105,2018-06-20 17:07:34,Diesel,Manual,Auto,Big,red
1719,Opel,Ibiza,  2008_year ,2008-06-19,,125.0,2,3471.0,2169.0,1458,121968.0,93.0,2066,2018-07-09 13:46:47,Benzin,Manual,Auto,,black
1720,Toyota,S 60,  2014_year ,2014-06-24,,102.0,2,3728.0,1919.0,1454,64178.0,75.0,10368,2018-05-21 15:36:46,Benzin,Auto_or_Hybrid,Manual,Big,white
1721,Audi,Passat,  2012_year ,2012-11-27,,65.0,2,3687.0,2134.0,1481,87932.0,48.0,3394,2018-07-24 10:01:04,Benzin,Manual,Manual,,red
1722,BMW,Q5,  2010_year ,2010-06-02,,121.0,2,3699.0,2326.0,1480,133899.0,90.0,4759,2018-09-15 17:31:01,Benzin,Manual,Auto,,purple
1723,MINI,Astra,  2012_year ,2012-09-10,1.0,213.0,2,3949.0,1920.0,1365,138640.0,157.0,14793,2018-09-27 15:28:53,Diesel,Auto_or_Hybrid,Auto,Big,black
1724,Kia,Evoque,  2014_year ,2014-06-30,,95.0,1,3881.0,2332.0,1488,27735.0,71.0,7245,2018-07-21 09:30:39,Benzin,Manual,Manual,,brown
1725,Citroen,M-Klasse,  2004_year ,2004-08-24,,131.0,2,3804.0,2383.0,1430,219532.0,96.0,3135,2018-06-12 08:23:22,Benzin,Manual,Auto,Big,brown
1726,Toyota,Vectra,  2013_year ,2013-05-06,,85.0,2,3616.0,2031.0,1445,196531.0,62.0,3920,2018-05-20 16:19:44,Diesel,Manual,Auto,,brown
1727,Toyota,Vectra,  2008_year ,2008-06-30,,93.0,1,3735.0,2077.0,1441,178862.0,69.0,2329,2018-07-23 11:44:07,Benzin,Manual,Manual,,red
1728,Suzuki,Touran,  2010_year ,2010-07-23,,130.0,2,3585.0,2360.0,1496,110289.0,96.0,3462,2018-06-04 14:19:15,Benzin,Manual,Auto,,purple
1729,BMW,5,  2004_year ,2004-11-08,,105.0,2,3689.0,2168.0,1652,177194.0,77.0,2340,2018-09-17 09:30:26,Benzin,Auto_or_Hybrid,Manual,,brown
1730,Nissan,Duster,  2011_year ,2011-09-27,,153.0,2,3757.0,1909.0,1460,83403.0,112.0,7302,2018-06-08 16:43:46,Benzin,Manual,Auto,,red
1731,Dacia,T5,  2011_year ,2011-05-20,,177.0,2,3687.0,1989.0,1510,93936.0,130.0,10705,2018-06-11 09:21:48,Benzin,Manual,Auto,,brown
1732,BMW,CR-V,  2005_year ,2005-08-11,,70.0,2,3758.0,2259.0,1485,125781.0,52.0,2255,2018-05-10 16:37:26,Benzin,Manual,Auto,,red
1733,Peugeot,Golf IV,  2015_year ,2015-05-13,,185.0,2,4026.0,2092.0,1590,14518.0,136.0,17112,2018-06-15 13:27:54,Benzin,Manual,Auto,Big,gray
1734,Opel,ix35,  2008_year ,2008-07-10,,65.0,2,3695.0,2049.0,1470,90132.0,48.0,2107,2018-04-02 15:43:05,Benzin,Manual,Manual,,purple
1735,Citroen,M-Klasse,  2005_year ,2005-07-15,,134.0,2,3615.0,2009.0,1430,163308.0,98.0,4988,2018-07-26 16:52:18,Benzin,Manual,Auto,Mobile,brown
1736,Citroen,Qashqai,  2005_year ,2006-01-09,1.0,152.0,2,3484.0,2365.0,1674,282568.0,111.0,4144,2018-04-04 17:58:28,Diesel,Manual,Auto,,brown
1737,Opel,ix35,  2010_year ,2010-08-10,,59.0,2,3476.0,2316.0,1470,35241.0,44.0,2484,2018-04-29 14:01:05,Benzin,Manual,Manual,,black
1738,Land Rover,A5,  2008_year ,2008-05-15,,167.0,2,3726.0,2180.0,1427,202808.0,123.0,6229,2018-08-24 14:33:36,Benzin,Manual,Auto,Big,brown
1739,Fiat,C5,  2008_year ,2008-10-23,,162.0,2,3715.0,2308.0,1483,277739.0,120.0,3573,2018-06-23 09:05:08,Diesel,Auto_or_Hybrid,Auto,Big,purple
1740,Land Rover,A5,  2003_year ,2003-08-12,,148.0,1,3526.0,2195.0,1428,282643.0,109.0,1811,2018-04-14 15:49:25,Benzin,Manual,Auto,,red
1741,Kia,A4,  2010_year ,2010-05-03,,121.0,2,3813.0,2245.0,1510,88416.0,89.0,7654,2018-07-29 14:05:15,Benzin,Manual,Auto,,silver
1742,Kia,A4,  2008_year ,2008-12-11,,112.0,2,3633.0,2184.0,1500,380880.0,82.0,874,2018-08-11 11:19:48,Diesel,Manual,Auto,Big,red
1743,BMW,??,  2015_year ,2015-10-29,,256.0,2,4452.0,1736.0,1467,14055.0,189.0,23132,2018-10-11 14:03:00,Benzin,Auto_or_Hybrid,Auto,,purple
1744,Audi,RAV 4,  2010_year ,2010-05-07,,138.0,2,3756.0,2221.0,1710,129242.0,102.0,7399,2018-08-13 09:26:05,Diesel,Manual,Auto,Big,white
1745,Land Rover,A5,  2005_year ,2005-07-28,,158.0,2,3806.0,2149.0,1427,156346.0,116.0,3977,2018-07-15 10:41:49,Diesel,Manual,Auto,,silver
1746,Toyota,Vectra,  2015_year ,2015-06-08,,110.0,2,3723.0,2348.0,1445,104998.0,81.0,5295,2018-10-04 12:45:15,Benzin,Manual,Auto,Big,white
1747,Citroen,B-Klasse,  2007_year ,2007-05-31,1.0,258.0,2,3818.0,2018.0,1766,180200.0,190.0,9388,2018-05-06 12:42:45,Diesel,Auto_or_Hybrid,Auto,Big,red
1748,Volkswagen,Tiguan,  2014_year ,2014-05-22,,109.0,2,3622.0,2318.0,1485,131061.0,80.0,7505,2018-05-06 18:39:00,Diesel,Manual,Auto,Big,white
1749,BMW,Twingo,  2017_year ,2017-10-02,1.0,182.0,2,4331.0,1964.0,1643,17502.0,134.0,26133,2018-11-05 10:17:34,Benzin,Auto_or_Hybrid,Auto,Big,red
1750,Smart,Punto,  2005_year ,2005-10-28,,114.0,2,3467.0,2084.0,1408,88641.0,84.0,3308,2018-05-01 11:09:10,Benzin,Manual,Manual,,silver
1751,Land Rover,A5,  2010_year ,2010-02-24,,143.0,2,3848.0,2228.0,1427,73452.0,105.0,7975,2018-06-10 10:37:05,Diesel,Auto_or_Hybrid,Auto,,brown
1752,Audi,Sharan,  2009_year ,2009-09-24,,87.0,2,3584.0,2142.0,1596,86996.0,65.0,3850,2018-06-22 09:32:02,Benzin,Manual,Auto,,red
1753,BMW,CR-V,  2007_year ,2007-12-20,,108.0,2,3599.0,2356.0,1485,91362.0,79.0,4102,2018-05-07 14:02:02,Benzin,Manual,Auto,,purple
1754,Ford,6,  2010_year ,2011-06-07,,110.0,2,3791.0,2141.0,1480,95922.0,80.0,6309,2018-04-21 10:03:11,Benzin,Manual,Manual,,silver
1755,Skoda,MINI,  2006_year ,2006-10-13,,157.0,2,3566.0,2308.0,1615,117212.0,116.0,3474,2018-06-12 11:54:41,Benzin,Manual,Auto,,black
1756,Renault,Golf VII,  2009_year ,2009-05-08,,92.0,2,3558.0,2172.0,1500,76843.0,68.0,4638,2018-05-05 12:07:59,Benzin,Manual,Manual,,orange
1757,Opel,ix35,  2013_year ,2013-10-30,,67.0,2,3532.0,2066.0,1470,40312.0,49.0,3954,2018-06-29 16:40:41,Benzin,Manual,Manual,,white
1758,Kia,Fiesta,  2004_year ,2004-02-05,,104.0,1,3653.0,2110.0,1684,286936.0,77.0,465,2018-05-20 15:32:05,Diesel,Manual,Manual,,red
1759,BMW,CR-V,  2008_year ,2008-04-28,,126.0,1,3490.0,2170.0,1513,257952.0,93.0,3011,2018-05-31 15:18:19,Diesel,Manual,Auto,,red
1760,Land Rover,Clio,  2008_year ,2008-04-01,,211.0,2,3711.0,2250.0,1372,225733.0,156.0,6486,2018-04-06 18:54:00,Diesel,Auto_or_Hybrid,Auto,Big,brown
1761,BMW,Q5,  2012_year ,2012-08-24,,109.0,2,3778.0,2159.0,1504,91809.0,80.0,9372,2018-07-02 13:13:18,Benzin,Manual,Auto,Big,brown
1762,Hyundai,Meriva,  2012_year ,2012-04-10,,81.0,2,3761.0,2244.0,1520,102659.0,59.0,4476,2018-07-30 15:29:47,Diesel,Manual,Manual,,brown
1763,Hyundai,Meriva,  2007_year ,2007-09-13,,80.0,2,3651.0,2119.0,1530,133937.0,58.0,2196,2018-07-17 11:23:56,Benzin,Manual,Manual,,red
1764,Fiat,C5,  2004_year ,2005-04-06,,164.0,1,3725.0,2202.0,1496,241841.0,121.0,2192,2018-04-06 10:02:15,Benzin,Auto_or_Hybrid,Auto,Big,brown
1765,Fiat,C5,  2011_year ,2011-08-08,,179.0,2,3786.0,1829.0,1515,109664.0,131.0,13855,2018-05-04 08:47:43,Diesel,Auto_or_Hybrid,Auto,Big,red
1766,BMW,Megane,  2015_year ,2016-01-12,,192.0,2,3914.0,2125.0,1452,88633.0,140.0,17438,2018-07-15 11:11:47,Diesel,Manual,Auto,Big,red
1767,Opel,Ibiza,  2009_year ,2009-05-28,,102.0,1,3567.0,2403.0,1491,185855.0,75.0,3733,2018-09-06 10:53:39,Benzin,Manual,Manual,,white
1768,Mazda,C4,  2011_year ,2011-07-08,,115.0,2,3566.0,2119.0,1695,76746.0,84.0,5230,2018-08-03 09:38:09,,Manual,Manual,,beige
1769,Seat,Swift,  2011_year ,2011-08-01,,179.0,2,3762.0,1874.0,1484,69418.0,131.0,10153,2018-05-26 14:13:12,Diesel,Manual,Auto,,red
1770,BMW,Insignia,  2000_year ,2001-11-09,,117.0,2,3503.0,2088.0,1498,218293.0,86.0,1080,2018-04-10 14:54:22,Benzin,Manual,Auto,,red
1771,BMW,Megane,  2014_year ,2014-08-22,,110.0,2,3858.0,2137.0,1481,73101.0,81.0,12041,2018-05-07 11:41:49,Diesel,Manual,Auto,Big,purple
1772,BMW,Insignia,  2008_year ,2008-11-19,,168.0,2,3717.0,2232.0,1517,172365.0,123.0,4760,2018-05-25 13:02:37,Diesel,Manual,Auto,,red
1773,BMW,Insignia,  2008_year ,2008-10-16,,131.0,2,3651.0,2285.0,1517,161864.0,97.0,6410,2018-06-14 15:39:44,Benzin,Auto_or_Hybrid,Auto,,red
1774,BMW,Insignia,  2001_year ,2001-10-25,,116.0,2,3632.0,2135.0,1498,268542.0,85.0,574,2018-08-03 14:37:35,Diesel,Manual,Auto,,red
1775,Dacia,Kuga,  2004_year ,2004-03-31,,103.0,2,3514.0,2352.0,1413,227349.0,76.0,1076,2018-05-12 13:46:35,Benzin,Manual,Manual,,silver
1776,Toyota,S 60,  2013_year ,2013-06-07,,182.0,2,3838.0,2113.0,1446,45450.0,134.0,14299,2018-06-09 11:58:08,Benzin,Auto_or_Hybrid,Auto,Big,black
1777,Land Rover,Civic,  2004_year ,2004-06-18,,114.0,2,3626.0,2132.0,1452,166841.0,84.0,2431,2018-05-05 14:35:27,Benzin,Auto_or_Hybrid,Auto,Small,brown
1778,Land Rover,Clio,  2014_year ,2014-02-07,1.0,219.0,2,4004.0,1916.0,1372,51543.0,161.0,20934,2018-11-11 12:04:06,Benzin,Auto_or_Hybrid,Auto,Big,brown
1779,Land Rover,Clio,  2010_year ,2010-05-03,1.0,232.0,2,3855.0,1844.0,1391,68747.0,171.0,19204,2018-05-09 12:07:01,Benzin,Auto_or_Hybrid,Auto,Big,brown
1780,Mercedes-Benz,Caddy,  2004_year ,2003-02-21,,66.0,2,3542.0,2214.0,1549,118100.0,50.0,901,2018-05-08 11:26:39,Benzin,Auto_or_Hybrid,Manual,,purple
1781,Audi,Passat,  2002_year ,2002-03-29,,53.0,1,3708.0,2419.0,1437,201919.0,39.0,475,2018-05-04 14:44:42,Benzin,Manual,,,yellow
1782,Ford,6,  2011_year ,2011-04-19,,79.0,1,3700.0,2171.0,1480,168303.0,58.0,2762,2018-06-17 12:01:55,Diesel,Manual,Manual,,white
1783,Dacia,307,  2008_year ,2008-08-12,,79.0,2,3501.0,2335.0,1498,133089.0,59.0,4125,2018-08-27 14:25:57,Benzin,Manual,Manual,,red
1784,Audi,Avensis,  2009_year ,2009-03-03,,195.0,2,3847.0,2186.0,1548,136359.0,144.0,6640,2018-09-11 17:55:59,Diesel,Manual,Auto,Big,red
1785,Seat,Yaris,  2008_year ,2008-05-12,,111.0,2,3743.0,2048.0,1457,174064.0,82.0,4779,2018-09-09 16:44:54,Benzin,Manual,Auto,,brown
1786,Audi,Passat,  2005_year ,2006-03-30,,64.0,2,3612.0,2271.0,1429,106455.0,47.0,1209,2018-07-01 13:33:07,Benzin,Manual,Manual,,silver
1787,BMW,V 50,  2008_year ,2010-02-28,1.0,246.0,2,3841.0,2147.0,1726,273176.0,181.0,6673,2018-09-02 17:29:10,Benzin,Auto_or_Hybrid,Auto,,purple
1788,BMW,Insignia,  2013_year ,2013-03-20,,145.0,2,3818.0,2029.0,1516,123983.0,107.0,9103,2018-05-19 11:55:18,Diesel,Manual,Auto,,white
1789,Dacia,Kuga,  2013_year ,2013-07-29,,100.0,2,3682.0,1947.0,1450,47725.0,74.0,8714,2018-05-11 13:48:58,Diesel,Manual,Auto,,gray
1790,Dacia,307,  2004_year ,2004-01-26,,82.0,2,3561.0,2207.0,1451,169223.0,60.0,520,2018-08-06 11:09:21,Benzin,Manual,Manual,,red
1791,BMW,206,  2005_year ,2005-09-16,,51.0,2,3604.0,2036.0,1467,160066.0,37.0,1807,2018-06-24 17:12:33,Benzin,Manual,Manual,,brown
1792,Fiat,C-Klasse,  2001_year ,2001-03-30,,135.0,2,3585.0,2056.0,1460,203622.0,99.0,1108,2018-05-16 19:42:05,Benzin,Manual,Auto,,red
1793,Fiat,Corsa,  2011_year ,2011-12-19,1.0,238.0,2,4304.0,1836.0,1796,90424.0,175.0,27547,2018-08-19 13:31:20,Diesel,Auto_or_Hybrid,Auto,Big,red
1794,Land Rover,A5,  2015_year ,2017-03-13,,160.0,2,4267.0,1879.0,1436,18805.0,117.0,15517,2018-06-23 09:21:38,Diesel,Manual,Auto,Big,brown
1795,Fiat,C-Klasse,  2009_year ,2009-06-15,,250.0,2,4010.0,2247.0,1447,206505.0,183.0,9173,2018-06-26 12:26:32,Diesel,Auto_or_Hybrid,Auto,Big,white
1796,Citroen,500,  2008_year ,2008-11-19,,151.0,2,3849.0,2098.0,1418,180209.0,111.0,6451,2018-04-09 09:58:26,Benzin,Manual,Auto,,red
1797,BMW,Insignia,  2003_year ,2003-07-28,,111.0,2,3687.0,2345.0,1498,242290.0,82.0,1160,2018-06-05 10:25:53,Diesel,Manual,Auto,,purple
1798,Audi,Avensis,  2008_year ,2008-03-03,,144.0,2,3837.0,2186.0,1500,109048.0,106.0,3888,2018-07-05 10:50:54,Diesel,Manual,Auto,Big,brown
1799,Land Rover,Civic,  2007_year ,2008-01-16,,160.0,2,3489.0,2286.0,1463,265601.0,117.0,2685,2018-04-24 09:38:50,Diesel,Auto_or_Hybrid,Auto,Big,silver
1800,Dacia,Kuga,  2009_year ,2008-11-27,,157.0,2,3586.0,2069.0,1468,169480.0,115.0,5491,2018-07-21 12:58:28,Benzin,Manual,Auto,Big,brown
1801,Kia,A4,  2012_year ,2012-05-09,,126.0,2,3803.0,2284.0,1510,44636.0,93.0,10129,2018-06-27 12:09:09,Benzin,Manual,Auto,,white
1802,Dacia,Kuga,  2010_year ,2010-05-04,,129.0,2,3850.0,2158.0,1468,111740.0,95.0,5970,2018-09-25 16:31:21,Benzin,Manual,Auto,,brown
1803,Citroen,500,  2001_year ,2001-12-20,,154.0,3,3580.0,2378.0,1415,186626.0,113.0,1259,2018-09-19 11:05:38,Benzin,Manual,Auto,,purple
1804,Audi,Passat,  2007_year ,2007-10-01,,62.0,1,3677.0,2165.0,1429,106550.0,45.0,1606,2018-05-12 16:36:05,Benzin,Manual,Manual,,brown
1805,Suzuki,Q7,  2009_year ,2009-04-17,,110.0,2,3492.0,2027.0,1495,233544.0,80.0,3227,2018-06-02 11:30:58,Diesel,Manual,Auto,,brown
1806,Audi,1er,  2003_year ,2003-06-27,,109.0,2,3470.0,2322.0,1481,100527.0,81.0,677,2018-07-14 08:59:38,Benzin,Manual,Manual,,purple
1807,Citroen,500,  2010_year ,2010-06-29,,162.0,2,3849.0,1913.0,1421,140896.0,119.0,6788,2018-10-16 11:50:34,Diesel,Manual,Auto,,white
1808,BMW,206,  2005_year ,2006-05-15,,75.0,2,3460.0,2219.0,1467,113869.0,55.0,1238,2018-05-16 11:40:21,Benzin,Manual,Manual,,silver
1809,Fiat,Octavia,  1999_year ,1999-10-28,,142.0,2,3501.0,2108.0,1575,158405.0,104.0,411,2018-06-06 10:25:51,Benzin,Auto_or_Hybrid,Manual,Big,purple
1810,Kia,Golf V,  2009_year ,2009-11-13,,141.0,1,3641.0,2196.0,1520,104363.0,104.0,7015,2018-06-07 17:22:29,Benzin,Manual,Auto,Big,brown
1811,Land Rover,C-Max,  2003_year ,2003-09-01,,145.0,2,3562.0,2419.0,1421,141563.0,107.0,2959,2018-07-20 15:12:15,Benzin,Manual,Auto,,red
1812,Kia,Fiesta,  2012_year ,2012-09-13,,127.0,2,3842.0,2106.0,1635,77716.0,94.0,7090,2018-06-26 11:14:16,Benzin,Manual,Auto,,brown
1813,Citroen,M-Klasse,  2005_year ,2005-03-25,,122.0,2,3579.0,2341.0,1430,160511.0,90.0,2469,2018-06-22 11:53:06,Diesel,Manual,Auto,,red
1814,Land Rover,Civic,  2012_year ,2012-04-10,,176.0,2,3929.0,2046.0,1461,150807.0,129.0,10702,2018-04-25 12:43:35,Diesel,Auto_or_Hybrid,Auto,,silver
1815,Hyundai,X3,  2004_year ,2004-11-09,1.0,115.0,1,3478.0,2202.0,1680,160188.0,85.0,3463,2018-06-17 09:31:45,Diesel,Manual,Auto,,brown
1816,Dacia,Kuga,  2006_year ,2006-08-01,,155.0,2,3720.0,2401.0,1455,275815.0,114.0,2272,2018-07-23 14:10:43,Diesel,Manual,Auto,,red
1817,Audi,Avensis,  2010_year ,2010-04-08,,179.0,2,3613.0,2351.0,1548,241540.0,132.0,4670,2018-09-08 11:31:31,Diesel,Manual,Auto,,red
1818,BMW,5,  2013_year ,2013-06-17,,136.0,2,3939.0,2174.0,1674,90851.0,100.0,12515,2018-06-19 12:32:38,Benzin,Manual,Auto,,silver
1819,Opel,ix35,  2010_year ,2010-06-30,,71.0,2,3713.0,2109.0,1470,43096.0,52.0,3057,2018-06-12 10:26:29,Benzin,Manual,Manual,,white
1820,Seat,X5,  2011_year ,2011-12-16,1.0,214.0,2,3901.0,2005.0,1713,103634.0,158.0,14734,2018-06-12 09:42:07,Diesel,Auto_or_Hybrid,Auto,Big,red
1821,Citroen,M-Klasse,  2015_year ,2015-07-30,,230.0,2,4405.0,1778.0,1440,47680.0,169.0,20790,2018-04-21 14:20:25,Diesel,Auto_or_Hybrid,Auto,Big,white
1822,Audi,1er,  2006_year ,2006-10-02,,124.0,2,3624.0,2203.0,1497,193395.0,92.0,1585,2018-06-21 14:51:10,Diesel,Manual,Auto,,purple
1823,Dacia,307,  2003_year ,2003-10-17,,82.0,2,3531.0,2238.0,1451,183745.0,60.0,658,2018-05-15 09:41:21,Diesel,Manual,,,silver
1824,Fiat,C5,  2000_year ,2000-05-12,,142.0,2,3451.0,2388.0,1440,198760.0,105.0,918,2018-05-01 09:32:44,Diesel,Manual,Manual,,brown
1825,BMW,206,  2015_year ,2015-07-21,,86.0,2,3975.0,2263.0,1462,65505.0,63.0,9439,2018-06-22 12:10:37,Benzin,Manual,Auto,,white
1826,Audi,Sharan,  2013_year ,2013-07-03,,88.0,2,3913.0,2056.0,1626,23914.0,65.0,7870,2018-08-19 15:47:52,Benzin,Manual,Auto,,gray
1827,Citroen,207,  2008_year ,2008-06-03,,182.0,2,3572.0,1960.0,1491,214626.0,134.0,5818,2018-07-30 09:28:12,Diesel,Auto_or_Hybrid,Auto,Big,red
1828,Porsche,Golf Plus,  2010_year ,2010-09-24,,79.0,2,3654.0,2304.0,1488,23501.0,58.0,6847,2018-05-21 14:24:04,Benzin,Manual,Auto,,purple
1829,Renault,Golf VII,  2008_year ,2008-01-07,,87.0,2,3761.0,2046.0,1500,52718.0,64.0,3488,2018-06-19 13:21:38,Benzin,Auto_or_Hybrid,Manual,,brown
1830,Honda,911,  2007_year ,2007-05-19,,79.0,2,3662.0,2277.0,1472,62818.0,59.0,2178,2018-08-11 15:57:03,Benzin,Manual,Manual,,red
1831,Citroen,500,  2002_year ,2002-04-19,,168.0,2,3750.0,1978.0,1409,169734.0,124.0,4125,2018-09-24 13:47:28,Benzin,Auto_or_Hybrid,Auto,Big,red
1832,Dacia,Yeti,  2014_year ,2014-11-13,1.0,132.0,2,3926.0,1981.0,1691,59292.0,97.0,14781,2018-05-28 12:00:47,Diesel,Auto_or_Hybrid,Auto,Big,red
1833,Kia,Fiesta,  2007_year ,2007-10-26,,120.0,2,3689.0,2426.0,1645,218044.0,89.0,2748,2018-06-09 15:11:25,Benzin,Manual,Auto,Big,purple
1834,BMW,Touareg,  2003_year ,2003-07-21,,166.0,2,3673.0,1977.0,0,250602.0,121.0,6888,2018-07-12 17:09:44,Diesel,Manual,Auto,Big,brown
1835,BMW,3er,  2001_year ,2001-07-09,,152.0,2,3485.0,2190.0,1444,285420.0,111.0,1835,2018-05-10 14:21:39,Diesel,Manual,Auto,,brown
1836,Land Rover,C-Max,  2014_year ,2014-05-28,,152.0,1,4130.0,1883.0,1409,69317.0,112.0,15940,2018-08-19 15:30:58,Diesel,Auto_or_Hybrid,Auto,,white
1837,Land Rover,XC 60,  2010_year ,2010-11-12,1.0,230.0,2,4446.0,2033.0,1737,63174.0,168.0,22998,2018-08-19 09:17:44,Diesel,Auto_or_Hybrid,Auto,,white
1838,Audi,Passat,  2015_year ,2015-04-27,,98.0,2,3710.0,2267.0,1495,67234.0,73.0,9913,2018-06-04 12:58:52,Benzin,Auto_or_Hybrid,Auto,,black
1839,Suzuki,Touran,  2008_year ,2008-09-26,,160.0,2,3656.0,2061.0,1665,84505.0,117.0,4060,2018-06-03 09:58:41,Benzin,Auto_or_Hybrid,Auto,,silver
1840,Citroen,M-Klasse,  2004_year ,2003-02-03,,118.0,1,3646.0,2041.0,1430,177858.0,87.0,1479,2018-06-01 11:24:26,Diesel,Manual,Auto,,red
1841,BMW,Touareg,  2007_year ,2007-04-23,,162.0,2,4061.0,2024.0,1990,282179.0,119.0,17142,2018-09-19 11:49:08,Diesel,Manual,Auto,Big,red
1842,Citroen,B-Klasse,  2007_year ,2007-07-31,1.0,217.0,2,3941.0,2027.0,1766,189346.0,160.0,9216,2018-06-21 18:08:05,Diesel,Auto_or_Hybrid,Auto,Big,red
1843,Land Rover,C-Max,  2007_year ,2007-11-08,,123.0,2,3814.0,2222.0,1423,79696.0,91.0,6480,2018-05-26 19:51:26,Benzin,Manual,Auto,,purple
1844,Land Rover,Civic,  2007_year ,2007-06-11,1.0,250.0,2,3524.0,1963.0,1463,224898.0,184.0,6059,2018-07-13 13:16:28,Diesel,Auto_or_Hybrid,Auto,Big,brown
1845,Opel,Ibiza,  2011_year ,2011-11-25,,96.0,2,3846.0,2019.0,1471,173782.0,71.0,3870,2018-05-05 10:54:27,Diesel,Manual,Manual,,brown
1846,Kia,A6,  2007_year ,2007-02-01,,159.0,2,3669.0,2314.0,1500,232690.0,117.0,1156,2018-05-21 11:02:27,Diesel,Manual,Auto,,silver
1847,Citroen,500,  2004_year ,2005-01-19,,122.0,2,3741.0,2084.0,1369,122941.0,90.0,2161,2018-07-05 16:28:53,Benzin,Manual,Auto,,brown
1848,Opel,Ibiza,  2016_year ,2016-12-06,,112.0,2,3922.0,2214.0,1471,16252.0,83.0,13055,2018-05-28 15:37:47,Benzin,Manual,Manual,,white
1849,Renault,Golf VII,  2008_year ,2008-06-11,,100.0,2,3720.0,2026.0,1500,198526.0,,1945,2018-05-09 19:31:43,Benzin,Manual,Manual,,purple
1850,Land Rover,A5,  2008_year ,2008-12-12,,136.0,1,3563.0,2031.0,1427,325750.0,100.0,5349,2018-05-23 17:37:56,Diesel,Manual,Auto,Big,silver
1851,Citroen,M-Klasse,  2006_year ,2006-04-24,,124.0,1,3544.0,2440.0,1430,233754.0,92.0,2325,2018-05-17 12:34:57,Diesel,Manual,Manual,,brown
1852,Renault,Golf VII,  2008_year ,2008-06-19,,84.0,1,3754.0,2177.0,1500,106512.0,62.0,3143,2018-08-13 12:33:52,Benzin,Manual,Manual,,purple
1853,BMW,Insignia,  2003_year ,2003-09-18,,139.0,2,3480.0,2316.0,1498,145729.0,103.0,1879,2018-07-19 14:57:55,Benzin,Manual,Auto,,silver
1854,BMW,3er,  2003_year ,2003-07-17,,65.0,2,3410.0,2100.0,1439,173915.0,48.0,864,2018-05-09 17:11:17,Benzin,Manual,Manual,,purple
1855,Land Rover,C-Max,  2010_year ,2011-02-01,,155.0,2,3890.0,2158.0,1423,104068.0,114.0,7601,2018-06-22 11:33:33,Diesel,Manual,Manual,Big,red
1856,Kia,Fiesta,  2010_year ,2010-06-08,,127.0,2,3851.0,2240.0,1635,118956.0,94.0,7159,2018-06-21 15:34:26,Benzin,Manual,Manual,,white
1857,Citroen,M-Klasse,  2011_year ,2011-12-21,,150.0,1,3652.0,2034.0,1421,104536.0,111.0,8238,2018-06-18 20:02:30,Benzin,Manual,Auto,,red
1858,Kia,A6,  2002_year ,2002-11-06,,117.0,2,3713.0,2373.0,1460,81879.0,86.0,1844,2018-09-24 17:03:01,Benzin,Manual,Auto,Big,silver
